NRO,sukunimi,etunimet,henkilötunnus,tdk (random),osoite,postitoimipaikka,sähköposti,ehdokasnimi,rengas,vaaliliiton järjestys,liitto,ehdokasjärjestys
768,Salin,Noora Heloisa,,L,Testiosoite 767,10766 Helsinki,etunimi.sukunimi.766@example.com,"Salin, Noora",Osakunnat,8,PPO,29
769,Kronqvist,Otto Jaakko,,MM,Testiosoite 768,10767 Helsinki,etunimi.sukunimi.767@example.com,"Kronqvist, Otto",Osakunnat,8,PPO,30
770,Ståhlberg,Panu Kaarlo,,K,Testiosoite 769,10768 Helsinki,etunimi.sukunimi.768@example.com,"Ståhlberg, Panu",Osakunnat,8,PPO,31
771,Sipilä,Pekka Johannes,,E,Testiosoite 770,10769 Helsinki,etunimi.sukunimi.769@example.com,"Sipilä, Pekka",Osakunnat,8,PPO,32
772,Salomaa,Riikka-Liisa Tellervo,,H,Testiosoite 771,10770 Helsinki,etunimi.sukunimi.770@example.com,"Salomaa, Riikka-Liisa",Osakunnat,8,PPO,34
773,Huotari,Satu Elina,,ML,Testiosoite 772,10771 Helsinki,etunimi.sukunimi.771@example.com,"Huotari, Satu",Osakunnat,8,PPO,35
774,Savonen,Sonia Mirka Paulina,,V,Testiosoite 773,10772 Helsinki,etunimi.sukunimi.772@example.com,"Savonen, Sonia",Osakunnat,8,PPO,36
775,Madetoja,Sonja Maaria,,O,Testiosoite 774,10773 Helsinki,etunimi.sukunimi.773@example.com,"Madetoja, Sonja",Osakunnat,8,PPO,37
776,Lohiniva,Suvi-Riikka Johanna,,B,Testiosoite 775,10774 Helsinki,etunimi.sukunimi.774@example.com,"Lohiniva, Suvi",Osakunnat,8,PPO,38
777,Mustonen,Terhi Tuulikki,,T,Testiosoite 776,10775 Helsinki,etunimi.sukunimi.775@example.com,"Mustonen, Terhi",Osakunnat,8,PPO,39
778,Tuulos,Tiina Tytti,,L,Testiosoite 777,10776 Helsinki,etunimi.sukunimi.776@example.com,"Tuulos, Tiina",Osakunnat,8,PPO,40
779,Haaja,Tommi Petteri,,MM,Testiosoite 778,10777 Helsinki,etunimi.sukunimi.777@example.com,"Haaja, Tommi",Osakunnat,8,PPO,41
780,Tuppurainen,Ville Oskari,,K,Testiosoite 779,10778 Helsinki,etunimi.sukunimi.778@example.com,"Tuppurainen, Ville",Osakunnat,8,PPO,42
781,Viljamaa,Visa Veikko,,E,Testiosoite 780,10779 Helsinki,etunimi.sukunimi.779@example.com,"Viljamaa, Visa",Osakunnat,8,PPO,43
782,Ahokas,Lari Pekka Jaakkima,,H,Testiosoite 781,10780 Helsinki,etunimi.sukunimi.780@example.com,"Ahokas, Lari",HYAL,1,Humanistit,1
783,Björklund,Heta Kristiina,,ML,Testiosoite 782,10781 Helsinki,etunimi.sukunimi.781@example.com,"Björklund, Heta",HYAL,1,Humanistit,2
784,Gylling,Elisa Annina,,V,Testiosoite 783,10782 Helsinki,etunimi.sukunimi.782@example.com,"Gylling, Elisa",HYAL,1,Humanistit,3
785,Hakamies,Inkeri Eeva Helena,,O,Testiosoite 784,10783 Helsinki,etunimi.sukunimi.783@example.com,"Hakamies, Inkeri",HYAL,1,Humanistit,4
786,Hario,Pasi Sakari,,B,Testiosoite 785,10784 Helsinki,etunimi.sukunimi.784@example.com,"Hario, Pasi",HYAL,1,Humanistit,5
787,Heikkinen,Irina Saana Susanna,,T,Testiosoite 786,10785 Helsinki,etunimi.sukunimi.785@example.com,"Heikkinen, Irina",HYAL,1,Humanistit,6
788,Heiskanen,Essi Johanna,,L,Testiosoite 787,10786 Helsinki,etunimi.sukunimi.786@example.com,"Heiskanen, Essi",HYAL,1,Humanistit,7
789,Heiskari,Lari Tapio,,MM,Testiosoite 788,10787 Helsinki,etunimi.sukunimi.787@example.com,"Heiskari, Tapio",HYAL,1,Humanistit,8
790,Kallio,Lauri Johannes,,K,Testiosoite 789,10788 Helsinki,etunimi.sukunimi.788@example.com,"Kallio, Lauri",HYAL,1,Humanistit,9
791,Kankaanranta,Hennileena Sofia,,E,Testiosoite 790,10789 Helsinki,etunimi.sukunimi.789@example.com,"Kankaanranta, Hennileena",HYAL,1,Humanistit,10
792,Karhumäki,Matti Johannes,,H,Testiosoite 791,10790 Helsinki,etunimi.sukunimi.790@example.com,"Karhumäki, Matti",HYAL,1,Humanistit,11
793,Kinnunen,Jukka Juhani,,ML,Testiosoite 792,10791 Helsinki,etunimi.sukunimi.791@example.com,"Kinnunen, Jukka",HYAL,1,Humanistit,12
794,Kiviharju,Anne Katariina,,V,Testiosoite 793,10792 Helsinki,etunimi.sukunimi.792@example.com,"Kiviharju, Anne",HYAL,1,Humanistit,13
795,Korolainen-Virkajärvi,Katri Inkeri,,O,Testiosoite 794,10793 Helsinki,etunimi.sukunimi.793@example.com,"Korolainen-Virkajärvi, Katri",HYAL,1,Humanistit,14
796,Koutonen,Tatu Iivari,,B,Testiosoite 795,10794 Helsinki,etunimi.sukunimi.794@example.com,"Koutonen, Iivari",HYAL,1,Humanistit,15
797,Kölhi,Jaakko Aleksanteri,,T,Testiosoite 796,10795 Helsinki,etunimi.sukunimi.795@example.com,"Kölhi, Jaakko",HYAL,1,Humanistit,16
798,Laakso,Suvi Tuuli,,L,Testiosoite 797,10796 Helsinki,etunimi.sukunimi.796@example.com,"Laakso, Suvi",HYAL,1,Humanistit,17
799,Lavikainen,Jouni Ilari,,MM,Testiosoite 798,10797 Helsinki,etunimi.sukunimi.797@example.com,"Lavikainen, Jouni",HYAL,1,Humanistit,18
800,Leinonen,Petri Juhani,,K,Testiosoite 799,10798 Helsinki,etunimi.sukunimi.798@example.com,"Leinonen, Petri",HYAL,1,Humanistit,19
801,Leminen,Teemu Antti Valtteri,,E,Testiosoite 800,10799 Helsinki,etunimi.sukunimi.799@example.com,"Leminen, Teemu",HYAL,1,Humanistit,20
802,Lindholm,Anni Emilia,,H,Testiosoite 801,10800 Helsinki,etunimi.sukunimi.800@example.com,"Lindholm, Anni",HYAL,1,Humanistit,21
803,Lyytinen,Emilia Helena,,ML,Testiosoite 802,10801 Helsinki,etunimi.sukunimi.801@example.com,"Lyytinen, Emilia",HYAL,1,Humanistit,22
804,Lätti,Niina Mirjami,,V,Testiosoite 803,10802 Helsinki,etunimi.sukunimi.802@example.com,"Lätti, Niina",HYAL,1,Humanistit,23
805,Maeda,Emi Teresa,,O,Testiosoite 804,10803 Helsinki,etunimi.sukunimi.803@example.com,"Maeda, Emi",HYAL,1,Humanistit,24
806,Miettunen,Sara Sisko Pilvikki,,B,Testiosoite 805,10804 Helsinki,etunimi.sukunimi.804@example.com,"Miettunen, Sara",HYAL,1,Humanistit,25
807,Mikkonen,Maria Emilia,,T,Testiosoite 806,10805 Helsinki,etunimi.sukunimi.805@example.com,"Mikkonen, Maria",HYAL,1,Humanistit,26
808,Peltonen,Elina Kristiina,,L,Testiosoite 807,10806 Helsinki,etunimi.sukunimi.806@example.com,"Peltonen, Elina",HYAL,1,Humanistit,27
809,Pynttäri,Antti Tapani,,MM,Testiosoite 808,10807 Helsinki,etunimi.sukunimi.807@example.com,"Pynttäri, Antti",HYAL,1,Humanistit,28
810,Rajamäki,Anni Talvikki,,K,Testiosoite 809,10808 Helsinki,etunimi.sukunimi.808@example.com,"Rajamäki, Anni",HYAL,1,Humanistit,29
811,Rask,Magnus Edward,,E,Testiosoite 810,10809 Helsinki,etunimi.sukunimi.809@example.com,"Rask, Magnus",HYAL,1,Humanistit,30
812,Renvall,Matti Tuomas,,H,Testiosoite 811,10810 Helsinki,etunimi.sukunimi.810@example.com,"Renvall, Tuomas",HYAL,1,Humanistit,31
813,Soudunsaari,Jaakko Pekka Juhana,,ML,Testiosoite 812,10811 Helsinki,etunimi.sukunimi.811@example.com,"Soudunsaari, Jaakko",HYAL,1,Humanistit,32
814,Thilman,Svante Fredrik Gustaf,,V,Testiosoite 813,10812 Helsinki,etunimi.sukunimi.812@example.com,"Thilman, Svante",HYAL,1,Humanistit,33
815,Tiihonen,Risto Juhani,,O,Testiosoite 814,10813 Helsinki,etunimi.sukunimi.813@example.com,"Tiihonen, Risto",HYAL,1,Humanistit,34
816,Tujula,Matti-Pekka Kalevi,,B,Testiosoite 815,10814 Helsinki,etunimi.sukunimi.814@example.com,"Tujula, Matti",HYAL,1,Humanistit,35
817,Töyrylä,Juha Ensio,,T,Testiosoite 816,10815 Helsinki,etunimi.sukunimi.815@example.com,"Töyrylä, Juha",HYAL,1,Humanistit,36
818,Virta,Sonja Aino Elina,,L,Testiosoite 817,10816 Helsinki,etunimi.sukunimi.816@example.com,"Virta, Sonja",HYAL,1,Humanistit,37
819,Väänänen,Aino-Reetta Aleksandra,,MM,Testiosoite 818,10817 Helsinki,etunimi.sukunimi.817@example.com,"Väänänen, Aino",HYAL,1,Humanistit,38
820,Ylitalo,Anna Katariina,,K,Testiosoite 819,10818 Helsinki,etunimi.sukunimi.818@example.com,"Ylitalo, Anna",HYAL,1,Humanistit,39
821,Ylitalo,Turo Johannes,,E,Testiosoite 820,10819 Helsinki,etunimi.sukunimi.819@example.com,"Ylitalo, Turo",HYAL,1,Humanistit,40
822,Aalto,Laura Jannica,,H,Testiosoite 821,10820 Helsinki,etunimi.sukunimi.820@example.com,"Aalto, Jannica",HYAL,2,Kumpula,1
823,Alkio,Sini Maria,,ML,Testiosoite 822,10821 Helsinki,etunimi.sukunimi.821@example.com,"Alkio, Sini",HYAL,2,Kumpula,2
824,Hynönen,Reko Heikki Pellervo,,V,Testiosoite 823,10822 Helsinki,etunimi.sukunimi.822@example.com,"Hynönen, Reko",HYAL,2,Kumpula,3
825,Järvinen,Terhi Tuuli,,O,Testiosoite 824,10823 Helsinki,etunimi.sukunimi.823@example.com,"Järvinen, Terhi",HYAL,2,Kumpula,4
826,Karinkanta,Risto Eemeli,,B,Testiosoite 825,10824 Helsinki,etunimi.sukunimi.824@example.com,"Karinkanta, Risto",HYAL,2,Kumpula,5
827,Käkelä,Matias Paavali,,T,Testiosoite 826,10825 Helsinki,etunimi.sukunimi.825@example.com,"Käkelä, Matias",HYAL,2,Kumpula,6
828,Lahtinen,Merli Karoliina,,L,Testiosoite 827,10826 Helsinki,etunimi.sukunimi.826@example.com,"Lahtinen, Merli",HYAL,2,Kumpula,7
829,Lahtinen,Tiera Olavi,,MM,Testiosoite 828,10827 Helsinki,etunimi.sukunimi.827@example.com,"Lahtinen, Tilli",HYAL,2,Kumpula,8
830,Lehtimäki,Marko Johannes,,K,Testiosoite 829,10828 Helsinki,etunimi.sukunimi.828@example.com,"Lehtimäki, Marko",HYAL,2,Kumpula,9
831,McKee,Jason Robert,,E,Testiosoite 830,10829 Helsinki,etunimi.sukunimi.829@example.com,"McKee, Jason",HYAL,2,Kumpula,10
832,Muhonen,Eija Maarit Sofia,,H,Testiosoite 831,10830 Helsinki,etunimi.sukunimi.830@example.com,"Muhonen, Eija",HYAL,2,Kumpula,11
833,Penttilä,Markus Erkki Tapani,,ML,Testiosoite 832,10831 Helsinki,etunimi.sukunimi.831@example.com,"Penttilä, Markus",HYAL,2,Kumpula,12
834,Rantala,Pekka Antti Ilmari,,V,Testiosoite 833,10832 Helsinki,etunimi.sukunimi.832@example.com,"Rantala, Pekka",HYAL,2,Kumpula,13
835,Rantanen,Sami Edvard,,O,Testiosoite 834,10833 Helsinki,etunimi.sukunimi.833@example.com,"Rantanen, Sami",HYAL,2,Kumpula,14
836,Särkikoski,Sanna Marjaana,,B,Testiosoite 835,10834 Helsinki,etunimi.sukunimi.834@example.com,"Särkikoski, Sanna",HYAL,2,Kumpula,15
837,Teikari,Ilmo Werner,,T,Testiosoite 836,10835 Helsinki,etunimi.sukunimi.835@example.com,"Teikari, Ilmo",HYAL,2,Kumpula,16
838,Tupala,Jere Olavi,,L,Testiosoite 837,10836 Helsinki,etunimi.sukunimi.836@example.com,"Tupala, Jere",HYAL,2,Kumpula,17
839,Fast,Tommi Johannes,,MM,Testiosoite 838,10837 Helsinki,etunimi.sukunimi.837@example.com,"Fast, Tommi 'Tommy'",HYAL,3,Käyttis,1
840,Hietajärvi,Lauri Ville Oskari,,K,Testiosoite 839,10838 Helsinki,etunimi.sukunimi.838@example.com,"Hietajärvi, Lauri",HYAL,3,Käyttis,2
841,Koivisto,Eero-Matti Olavi,,E,Testiosoite 840,10839 Helsinki,etunimi.sukunimi.839@example.com,"Koivisto, Eero-Matti 'Ere'",HYAL,3,Käyttis,3
842,Lampinen,Marina,,H,Testiosoite 841,10840 Helsinki,etunimi.sukunimi.840@example.com,"Lampinen, Marina",HYAL,3,Käyttis,4
843,Laurila,Sonja Annika,,ML,Testiosoite 842,10841 Helsinki,etunimi.sukunimi.841@example.com,"Laurila, Sonja",HYAL,3,Käyttis,5
844,Myllyntausta,Saara Johanna,,V,Testiosoite 843,10842 Helsinki,etunimi.sukunimi.842@example.com,"Myllyntausta, Saara",HYAL,3,Käyttis,6
845,Nurmi,Reetta-Maija Karoliina,,O,Testiosoite 844,10843 Helsinki,etunimi.sukunimi.843@example.com,"Nurmi, Reetta",HYAL,3,Käyttis,7
846,Pulkkinen,Suvi Saara Maria,,B,Testiosoite 845,10844 Helsinki,etunimi.sukunimi.844@example.com,"Pulkkinen, Suvi",HYAL,3,Käyttis,8
847,Pöyhönen,Perttu Olavi Jaakonpoika,,T,Testiosoite 846,10845 Helsinki,etunimi.sukunimi.845@example.com,"Pöyhönen, Perttu",HYAL,3,Käyttis,9
848,Rautio,Tiina Kaarina,,L,Testiosoite 847,10846 Helsinki,etunimi.sukunimi.846@example.com,"Rautio, Tiina",HYAL,3,Käyttis,10
849,Rinnetmäki,Veli-Matti,,MM,Testiosoite 848,10847 Helsinki,etunimi.sukunimi.847@example.com,"Rinnetmäki, Veli-Matti 'Velkka'",HYAL,3,Käyttis,11
850,Ropponen,Markus Jouko Juhana,,K,Testiosoite 849,10848 Helsinki,etunimi.sukunimi.848@example.com,"Ropponen, Markus",HYAL,3,Käyttis,12
851,Aaltonen,Mikko Antero,,E,Testiosoite 850,10849 Helsinki,etunimi.sukunimi.849@example.com,"Aaltonen, Mikko",HYAL,4,Teologit,1
852,Beckmann,Ida Maria,,H,Testiosoite 851,10850 Helsinki,etunimi.sukunimi.850@example.com,"Beckmann, Ida",HYAL,4,Teologit,2
853,Elomaa,Laura Maria,,ML,Testiosoite 852,10851 Helsinki,etunimi.sukunimi.851@example.com,"Elomaa, Laura",HYAL,4,Teologit,3
854,Engström,Vesa Juhani Kristian,,V,Testiosoite 853,10852 Helsinki,etunimi.sukunimi.852@example.com,"Engström, Vesa",HYAL,4,Teologit,4
855,Haapa-aho,Riitta Sannaliisa,,O,Testiosoite 854,10853 Helsinki,etunimi.sukunimi.853@example.com,"Haapa-aho, Riitta",HYAL,4,Teologit,5
856,Hautala,Minna Marita,,B,Testiosoite 855,10854 Helsinki,etunimi.sukunimi.854@example.com,"Hautala, Minna",HYAL,4,Teologit,7
857,Hillberg,Milla Mari,,T,Testiosoite 856,10855 Helsinki,etunimi.sukunimi.855@example.com,"Hillberg, Milla",HYAL,4,Teologit,8
858,Huhtasalo,Ilari Matti Olavi,,L,Testiosoite 857,10856 Helsinki,etunimi.sukunimi.856@example.com,"Huhtasalo, Ilari",HYAL,4,Teologit,9
859,Häkkinen,Marie Anneli,,MM,Testiosoite 858,10857 Helsinki,etunimi.sukunimi.857@example.com,"Häkkinen, Marie",HYAL,4,Teologit,10
860,Jurva,Saara-Maria,,K,Testiosoite 859,10858 Helsinki,etunimi.sukunimi.858@example.com,"Jurva, Saara-Maria",HYAL,4,Teologit,11
861,Kotisaari,Tuuli Maria,,E,Testiosoite 860,10859 Helsinki,etunimi.sukunimi.859@example.com,"Kotisaari, Tuuli",HYAL,4,Teologit,12
862,Kouvola,Helena Karolina,,H,Testiosoite 861,10860 Helsinki,etunimi.sukunimi.860@example.com,"Kouvola, Karolina",HYAL,4,Teologit,13
863,Laitinen,Jussi Antero,,ML,Testiosoite 862,10861 Helsinki,etunimi.sukunimi.861@example.com,"Laitinen, Jussi",HYAL,4,Teologit,14
864,Leinonen,Juha Erkki Tapio,,V,Testiosoite 863,10862 Helsinki,etunimi.sukunimi.862@example.com,"Leinonen, Juha",HYAL,4,Teologit,15
865,Leinonen,Tapio Henrikki,,O,Testiosoite 864,10863 Helsinki,etunimi.sukunimi.863@example.com,"Leinonen, Tapio",HYAL,4,Teologit,16
866,Leipakka,Laura Helena,,B,Testiosoite 865,10864 Helsinki,etunimi.sukunimi.864@example.com,"Leipakka, Laura",HYAL,4,Teologit,17
867,Lemmetyinen,Simo Rafael,,T,Testiosoite 866,10865 Helsinki,etunimi.sukunimi.865@example.com,"Lemmetyinen, Simo",HYAL,4,Teologit,18
868,Nykänen,Saara Ilona,,L,Testiosoite 867,10866 Helsinki,etunimi.sukunimi.866@example.com,"Nykänen, Saara",HYAL,4,Teologit,19
869,Oksanen,Minna Hannele,,MM,Testiosoite 868,10867 Helsinki,etunimi.sukunimi.867@example.com,"Oksanen, Minna",HYAL,4,Teologit,20
870,Peltola,Jukka Tapio,,K,Testiosoite 869,10868 Helsinki,etunimi.sukunimi.868@example.com,"Peltola, Jukka",HYAL,4,Teologit,21
871,Puumala,Jenni Karoliina,,E,Testiosoite 870,10869 Helsinki,etunimi.sukunimi.869@example.com,"Puumala, Jenni",HYAL,4,Teologit,22
872,Rajatalo,Joonas Jalmari,,H,Testiosoite 871,10870 Helsinki,etunimi.sukunimi.870@example.com,"Rajatalo, Joonas 'Jallu'",HYAL,4,Teologit,23
873,Saarela,Veronica Anna Patricia,,ML,Testiosoite 872,10871 Helsinki,etunimi.sukunimi.871@example.com,"Saarela, Veronica",HYAL,4,Teologit,24
874,Similä,Sakari Henrik,,V,Testiosoite 873,10872 Helsinki,etunimi.sukunimi.872@example.com,"Similä, Sakari 'Sakke'",HYAL,4,Teologit,25
875,Toivonen,Niilo Akseli Markunpoika,,O,Testiosoite 874,10873 Helsinki,etunimi.sukunimi.873@example.com,"Toivonen, Niilo",HYAL,4,Teologit,26
876,Trogen,Tiia Johanna,,B,Testiosoite 875,10874 Helsinki,etunimi.sukunimi.874@example.com,"Trogen, Tiia",HYAL,4,Teologit,27
877,Helminen,Tuomas Hermanni,,T,Testiosoite 876,10875 Helsinki,etunimi.sukunimi.875@example.com,"Helminen, Tuomas",HYAL,5,Valtiotieteilijät,1
878,Hovi,Jaakko Matias,,L,Testiosoite 877,10876 Helsinki,etunimi.sukunimi.876@example.com,"Hovi, Jaakko",HYAL,5,Valtiotieteilijät,2
879,Hämäläinen,Hanne Maaret Ilona,,MM,Testiosoite 878,10877 Helsinki,etunimi.sukunimi.877@example.com,"Hämäläinen, Hanne",HYAL,5,Valtiotieteilijät,3
880,Jyllikoski,Daniel Alexandr,,K,Testiosoite 879,10878 Helsinki,etunimi.sukunimi.878@example.com,"Jyllikoski, Daniel",HYAL,5,Valtiotieteilijät,4
881,Karjalainen,Joni Pekka Hemminki,,E,Testiosoite 880,10879 Helsinki,etunimi.sukunimi.879@example.com,"Karjalainen, Joni",HYAL,5,Valtiotieteilijät,5
882,Koponen,Eija-Leena,,H,Testiosoite 881,10880 Helsinki,etunimi.sukunimi.880@example.com,"Koponen, Eija-Leena",HYAL,5,Valtiotieteilijät,6
883,Koskela,Katri Marianna,,ML,Testiosoite 882,10881 Helsinki,etunimi.sukunimi.881@example.com,"Koskela, Katri",HYAL,5,Valtiotieteilijät,7
884,Kostiainen,Aura Iiris Sofia,,V,Testiosoite 883,10882 Helsinki,etunimi.sukunimi.882@example.com,"Kostiainen, Aura",HYAL,5,Valtiotieteilijät,8
885,Kulmala,Ifeoma Emmi Mirjami,,O,Testiosoite 884,10883 Helsinki,etunimi.sukunimi.883@example.com,"Kulmala, Ifeoma",HYAL,5,Valtiotieteilijät,9
886,Miettinen,Elina Anniina,,B,Testiosoite 885,10884 Helsinki,etunimi.sukunimi.884@example.com,"Miettinen, Elina",HYAL,5,Valtiotieteilijät,10
887,Sarhimaa,Jutta Marinella,,T,Testiosoite 886,10885 Helsinki,etunimi.sukunimi.885@example.com,"Sarhimaa, Jutta",HYAL,5,Valtiotieteilijät,11
888,Stenbäck,Paul John Bernhard,,L,Testiosoite 887,10886 Helsinki,etunimi.sukunimi.886@example.com,"Stenbäck, Paul",HYAL,5,Valtiotieteilijät,12
889,Suvitie,Aarni Lassi Valtteri,,MM,Testiosoite 888,10887 Helsinki,etunimi.sukunimi.887@example.com,"Suvitie, Aarni",HYAL,5,Valtiotieteilijät,13
890,Syrman,Simo Valtteri,,K,Testiosoite 889,10888 Helsinki,etunimi.sukunimi.888@example.com,"Syrman, Simo",HYAL,5,Valtiotieteilijät,14
891,Toroskainen,Kaisa Johanna,,E,Testiosoite 890,10889 Helsinki,etunimi.sukunimi.889@example.com,"Toroskainen, Kaisa",HYAL,5,Valtiotieteilijät,15
892,Virta,Mikko Antero,,H,Testiosoite 891,10890 Helsinki,etunimi.sukunimi.890@example.com,"Virta, Mikko",HYAL,5,Valtiotieteilijät,16
893,Aarnio,Jouni Pekka,,ML,Testiosoite 892,10891 Helsinki,etunimi.sukunimi.891@example.com,"Aarnio, Jouni",HYAL,6,Viikki,1
894,Esteban Lasikari,Joel Alberti,,V,Testiosoite 893,10892 Helsinki,etunimi.sukunimi.892@example.com,"Esteban Lasikari, Joel",HYAL,6,Viikki,2
895,Front,Eero Petteri,,O,Testiosoite 894,10893 Helsinki,etunimi.sukunimi.893@example.com,"Front, Petteri",HYAL,6,Viikki,3
896,Hakala,Markku Kasperi,,B,Testiosoite 895,10894 Helsinki,etunimi.sukunimi.894@example.com,"Hakala, Markku",HYAL,6,Viikki,4
897,Hyvärinen,Laura Kristiina,,T,Testiosoite 896,10895 Helsinki,etunimi.sukunimi.895@example.com,"Hyvärinen, Laura",HYAL,6,Viikki,5
898,Hämäläinen,Iiro Mikael,,L,Testiosoite 897,10896 Helsinki,etunimi.sukunimi.896@example.com,"Hämäläinen, Iiro",HYAL,6,Viikki,6
899,Kaloinen,Jaakko Johannes,,MM,Testiosoite 898,10897 Helsinki,etunimi.sukunimi.897@example.com,"Kaloinen, Jaakko",HYAL,6,Viikki,7
900,Kauko,Hanna Maria,,K,Testiosoite 899,10898 Helsinki,etunimi.sukunimi.898@example.com,"Kauko, Hanna",HYAL,6,Viikki,8
901,Kinnunen,Jyrki Pekko,,E,Testiosoite 900,10899 Helsinki,etunimi.sukunimi.899@example.com,"Kinnunen, Jyrki",HYAL,6,Viikki,9
902,Korhonen,Anni Kristiina,,H,Testiosoite 901,10900 Helsinki,etunimi.sukunimi.900@example.com,"Korhonen, Anni",HYAL,6,Viikki,10
903,Kyllönen,Anjuska Marianne,,ML,Testiosoite 902,10901 Helsinki,etunimi.sukunimi.901@example.com,"Kyllönen, Anjuska",HYAL,6,Viikki,11
904,Malmberg,Markus Erik,,V,Testiosoite 903,10902 Helsinki,etunimi.sukunimi.902@example.com,"Malmberg, Markus",HYAL,6,Viikki,12
905,Martikainen,Alpo Jalmari,,O,Testiosoite 904,10903 Helsinki,etunimi.sukunimi.903@example.com,"Martikainen, Alpo",HYAL,6,Viikki,13
906,Peltoniemi,Pasi Matias,,B,Testiosoite 905,10904 Helsinki,etunimi.sukunimi.904@example.com,"Peltoniemi, Pasi",HYAL,6,Viikki,14
907,Virkajärvi,Vertti Sakari,,T,Testiosoite 906,10905 Helsinki,etunimi.sukunimi.905@example.com,"Virkajärvi, Vertti",HYAL,6,Viikki,16
908,Vähämaa,Ilkka Kristian,,L,Testiosoite 907,10906 Helsinki,etunimi.sukunimi.906@example.com,"Vähämaa, Ilkka",HYAL,6,Viikki,17
909,Lohenoja,Jaakko Johannes,,MM,Testiosoite 908,10907 Helsinki,etunimi.sukunimi.907@example.com,"Lohenoja, Jaakko",,,Itsenäinen ehdokas 1,
